,postcode,place_name,state_name,state_code,latitude,longitude,accuracy
12502,3289,Purdeet,Victoria,VIC,-37.9167,142.3833,4.0
12503,3292,Nelson,Victoria,VIC,-38.05,141.0167,4.0
12504,3293,Glenthompson,Victoria,VIC,-37.7187,142.5402,1.0
12505,3293,Narrapumelap South,Victoria,VIC,-37.7187,142.5402,1.0
12506,3293,Nareeb,Victoria,VIC,-37.6555,142.0879,1.0
12507,3294,Moutajup,Victoria,VIC,-37.6667,142.2333,4.0
12508,3294,Victoria Point,Victoria,VIC,-37.5766,142.3021,3.0
12509,3294,Mirranatwa,Victoria,VIC,-37.4167,142.4167,4.0
12510,3294,Woodhouse,Victoria,VIC,-37.5766,142.3021,3.0
12511,3294,Dunkeld,Victoria,VIC,-37.6499,142.3439,4.0
12512,3294,Karabeal,Victoria,VIC,-37.6,142.1833,4.0
12513,3294,Victoria Valley,Victoria,VIC,-37.55,142.3333,4.0
12514,3300,Hamilton,Victoria,VIC,-37.7442,142.022,4.0
12515,3300,Byaduk North,Victoria,VIC,-37.8928,141.9553,4.0
12516,3301,Yatchaw,Victoria,VIC,-37.8167,142.1,4.0
12517,3301,Wannon,Victoria,VIC,-37.6667,141.8333,4.0
12518,3301,Croxton East,Victoria,VIC,-37.8,142.2167,4.0
12519,3301,Mount Napier,Victoria,VIC,-37.7904,142.0065,3.0
12520,3301,Bochara,Victoria,VIC,-37.7,141.9333,4.0
12521,3301,Tahara,Victoria,VIC,-37.7333,141.7,4.0
12522,3301,Tarrington,Victoria,VIC,-37.7667,142.1,4.0
12523,3301,Hensley Park,Victoria,VIC,-37.7904,142.0065,3.0
12524,3301,Byaduk,Victoria,VIC,-37.9523,141.9552,4.0
12525,3301,Warrayure,Victoria,VIC,-37.6833,142.15,4.0
12526,3301,Broadwater,Victoria,VIC,-38.1253,142.0497,4.0
12527,3301,Morgiana,Victoria,VIC,-37.7904,142.0065,3.0
12528,3301,Strathkellar,Victoria,VIC,-37.7,142.1,4.0
12529,3301,Yulecart,Victoria,VIC,-37.7475,141.9389,4.0
12530,3301,Buckley Swamp,Victoria,VIC,-37.7904,142.0065,3.0
12531,3302,Grassdale,Victoria,VIC,-37.8,141.65,4.0
12532,3302,Branxholme,Victoria,VIC,-37.8667,141.8,4.0
12533,3303,Condah,Victoria,VIC,-37.95,141.75,4.0
12534,3303,Wallacedale,Victoria,VIC,-37.9333,141.8,4.0
12535,3303,Breakaway Creek,Victoria,VIC,-38.0167,141.8,4.0
12536,3303,Lake Condah,Victoria,VIC,-38.1167,141.8,4.0
12537,3303,Hotspur,Victoria,VIC,-37.9333,141.5667,4.0
12538,3304,Heywood,Victoria,VIC,-38.1329,141.6295,4.0
12539,3304,Drik Drik,Victoria,VIC,-38.0,141.3,4.0
12540,3304,Drumborg,Victoria,VIC,-38.0833,141.6,4.0
12541,3304,Mumbannar,Victoria,VIC,-37.9269,141.1875,4.0
12542,3304,Myamyn,Victoria,VIC,-38.0,141.7333,4.0
12543,3304,Lyons,Victoria,VIC,-38.0167,141.4667,4.0
12544,3304,Dartmoor,Victoria,VIC,-37.9222,141.2749,4.0
12545,3304,Greenwald,Victoria,VIC,-37.9667,141.3667,4.0
12546,3304,Winnap,Victoria,VIC,-37.95,141.3167,4.0
12547,3304,Bessiebelle,Victoria,VIC,-38.15,141.9667,4.0
12548,3304,Homerton,Victoria,VIC,-38.1333,141.7833,4.0
12549,3304,Milltown,Victoria,VIC,-38.05,141.7167,4.0
12550,3305,Mount Richmond,Victoria,VIC,-38.2019,141.3416,4.0
12551,3305,Cape Bridgewater,Victoria,VIC,-38.3705,141.3995,4.0
12552,3305,Bolwarra,Victoria,VIC,-38.2833,141.6167,4.0
12553,3305,Portland,Victoria,VIC,-38.3462,141.6026,4.0
12554,3305,Gorae,Victoria,VIC,-38.2333,141.55,4.0
12555,3305,Allestree,Victoria,VIC,-38.2833,141.65,4.0
12556,3305,Gorae West,Victoria,VIC,-38.25,141.4833,4.0
12557,3305,Cashmore,Victoria,VIC,-38.3116,141.4774,4.0
12558,3305,Portland West,Victoria,VIC,-38.354,141.574,4.0
12559,3305,Portland North,Victoria,VIC,-38.2855,141.5377,3.0
12560,3305,Dutton Way,Victoria,VIC,-38.2855,141.5377,3.0
12561,3305,Heathmere,Victoria,VIC,-38.2167,141.6167,4.0
12562,3309,Digby,Victoria,VIC,-37.8,141.5333,4.0
12563,3310,Merino,Victoria,VIC,-37.7205,141.5483,4.0
12564,3310,Tahara West,Victoria,VIC,-37.7205,141.5483,3.0
12565,3311,Casterton,Victoria,VIC,-37.5849,141.403,4.0
12566,3311,Corndale,Victoria,VIC,-37.5849,141.403,3.0
12567,3312,Lindsay,Victoria,VIC,-37.6333,140.9667,4.0
12568,3312,Bahgallah,Victoria,VIC,-37.6333,141.3833,4.0
12569,3312,Lake Mundi,Victoria,VIC,-37.55,141.0,4.0
12570,3312,Dunrobin,Victoria,VIC,-37.4799,141.2923,3.0
12571,3312,Powers Creek,Victoria,VIC,-37.2,141.2833,4.0
12572,3312,Henty,Victoria,VIC,-37.6667,141.5167,4.0
12573,3312,Wando Vale,Victoria,VIC,-37.5167,141.45,4.0
12574,3312,Nangeela,Victoria,VIC,-37.4799,141.2923,3.0
12575,3312,Carapook,Victoria,VIC,-37.55,141.5333,4.0
12576,3312,Warrock,Victoria,VIC,-37.4799,141.2923,3.0
12577,3312,Brimboal,Victoria,VIC,-37.3833,141.4,4.0
12578,3312,Killara,Victoria,VIC,-37.75,145.5,4.0
12579,3312,Poolaijelo,Victoria,VIC,-37.2324,141.0988,4.0
12580,3312,Sandford,Victoria,VIC,-37.6167,141.4333,4.0
12581,3312,Strathdownie,Victoria,VIC,-37.7333,141.1833,4.0
12582,3312,Chetwynd,Victoria,VIC,-37.2833,141.4167,4.0
12583,3312,Dorodong,Victoria,VIC,-37.3332,141.0697,4.0
12584,3312,Dergholm,Victoria,VIC,-37.3833,141.2167,4.0
12585,3312,Wando Bridge,Victoria,VIC,-37.4833,141.4333,4.0
12586,3314,Mooralla,Victoria,VIC,-37.4,142.1333,4.0
12587,3314,Grampians,Victoria,VIC,-37.0297,142.4986,4.0
12588,3314,Cavendish,Victoria,VIC,-37.5167,142.0333,4.0
12589,3314,Glenisla,Victoria,VIC,-37.2333,142.1667,4.0
12590,3314,Bulart,Victoria,VIC,-37.55,141.95,4.0
12591,3315,Nareen,Victoria,VIC,-37.3833,141.5667,4.0
12592,3315,Paschendale,Victoria,VIC,-37.6667,141.6,4.0
12593,3315,Konongwootong,Victoria,VIC,-37.5333,141.6833,4.0
12594,3315,Tarrenlea,Victoria,VIC,-37.6833,141.7333,4.0
12595,3315,Muntham,Victoria,VIC,-37.5833,141.5667,4.0
12596,3315,Tahara Bridge,Victoria,VIC,-37.4943,141.6909,3.0
12597,3315,Tarrayoukyan,Victoria,VIC,-37.3167,141.5833,4.0
12598,3315,Clover Flat,Victoria,VIC,-37.4943,141.6909,3.0
12599,3315,Gritjurk,Victoria,VIC,-37.5833,141.7667,4.0
12600,3315,Brit Brit,Victoria,VIC,-37.4333,141.7667,4.0
12601,3315,Coleraine,Victoria,VIC,-37.5983,141.6912,4.0
12602,3315,Coojar,Victoria,VIC,-37.4943,141.6909,3.0
12603,3315,Melville Forest,Victoria,VIC,-37.5,141.8667,4.0
12604,3315,Gringegalgona,Victoria,VIC,-37.4167,141.8167,4.0
12605,3315,Culla,Victoria,VIC,-37.2333,141.65,4.0
12606,3315,Hilgay,Victoria,VIC,-37.4943,141.6909,3.0
12607,3315,Wootong Vale,Victoria,VIC,-37.4943,141.6909,3.0
12608,3317,Harrow,Victoria,VIC,-37.1667,141.6,4.0
12609,3318,Edenhope,Victoria,VIC,-37.0365,141.2966,4.0
12610,3318,Kadnook,Victoria,VIC,-37.0255,141.3217,3.0
12611,3318,Connewirricoo,Victoria,VIC,-37.2,141.4667,4.0
12612,3318,Ullswater,Victoria,VIC,-36.9667,141.3833,4.0
12613,3318,Langkoop,Victoria,VIC,-37.1,141.0333,4.0
12614,3318,Patyah,Victoria,VIC,-36.9,141.2333,4.0
12615,3318,Charam,Victoria,VIC,-36.95,141.5167,4.0
12616,3319,Bringalbert,Victoria,VIC,-36.85,141.1667,4.0
12617,3319,Apsley,Victoria,VIC,-36.9667,141.0833,4.0
12618,3319,Benayeo,Victoria,VIC,-36.9,141.05,4.0
12619,3321,Hesse,Victoria,VIC,-38.1009,144.0575,3.0
12620,3321,Inverleigh,Victoria,VIC,-38.1018,144.0513,4.0
12621,3321,Wingeel,Victoria,VIC,-38.1009,144.0575,3.0
12622,3322,Cressy,Victoria,VIC,-38.0333,143.6333,4.0
12623,3323,Foxhow,Victoria,VIC,-38.05,143.4667,4.0
12624,3323,Duverney,Victoria,VIC,-38.0167,143.5667,4.0
12625,3323,Berrybank,Victoria,VIC,-37.9833,143.4833,4.0
12626,3324,Lismore,Victoria,VIC,-37.9527,143.3378,4.0
12627,3324,Mount Bute,Victoria,VIC,-37.8667,143.4167,4.0
12628,3324,Mingay,Victoria,VIC,-37.8333,143.3167,4.0
12629,3325,Derrinallum,Victoria,VIC,-37.9479,143.2203,4.0
12630,3325,Vite Vite North,Victoria,VIC,-37.7833,143.2,4.0
12631,3325,Vite Vite,Victoria,VIC,-37.8833,143.1667,4.0
12632,3325,Larralea,Victoria,VIC,-37.8715,143.1957,3.0
12633,3328,Teesdale,Victoria,VIC,-38.0333,144.05,4.0
12634,3329,Shelford,Victoria,VIC,-38.0167,143.9667,4.0
12635,3329,Barunah Park,Victoria,VIC,-38.0167,143.9667,3.0
12636,3329,Barunah Plains,Victoria,VIC,-38.0167,143.9667,3.0
12637,3330,Rokewood,Victoria,VIC,-37.9,143.7167,4.0
12638,3331,She Oaks,Victoria,VIC,-37.9,144.1333,4.0
12639,3331,Sutherlands Creek,Victoria,VIC,-37.9176,144.1721,3.0
12640,3331,Maude,Victoria,VIC,-37.95,144.1667,4.0
12641,3331,Steiglitz,Victoria,VIC,-37.8833,144.1833,4.0
12642,3331,Russells Bridge,Victoria,VIC,-38.0166,144.1818,3.0
12643,3331,Gheringhap,Victoria,VIC,-38.0833,144.2333,4.0
12644,3331,Bannockburn,Victoria,VIC,-38.0489,144.1688,4.0
12645,3332,Lethbridge,Victoria,VIC,-37.9657,144.1357,4.0
12646,3333,Bamganie,Victoria,VIC,-37.9333,143.9833,4.0
12647,3333,Meredith,Victoria,VIC,-37.8454,144.0774,4.0
12648,3334,Bungal,Victoria,VIC,-37.7889,144.0333,3.0
12649,3334,Elaine,Victoria,VIC,-37.7833,144.0333,4.0
12650,3334,Mount Doran,Victoria,VIC,-37.7889,144.0333,3.0
12651,3334,Morrisons,Victoria,VIC,-37.7833,144.1,4.0
12652,3334,Cargerie,Victoria,VIC,-37.8,143.9667,4.0
12653,3335,Plumpton,Victoria,VIC,-37.687,144.6908,4.0
12654,3335,Rockbank,Victoria,VIC,-37.7335,144.67,4.0
12655,3337,Melton,Victoria,VIC,-37.6834,144.5854,4.0
12656,3337,Melton West,Victoria,VIC,-37.6785,144.5688,4.0
12657,3337,Kurunjang,Victoria,VIC,-37.6759,144.5969,4.0
12658,3337,Toolern Vale,Victoria,VIC,-37.6,144.6,4.0
12659,3338,Brookfield,Victoria,VIC,-37.7008,144.5603,4.0
12660,3338,Eynesbury,Victoria,VIC,-37.8004,144.5746,4.0
12661,3338,Melton South,Victoria,VIC,-37.7077,144.5749,4.0
12662,3338,Exford,Victoria,VIC,-37.7259,144.53,4.0
12663,3340,Staughton Vale,Victoria,VIC,-37.85,144.2833,4.0
12664,3340,Balliang East,Victoria,VIC,-37.7833,144.45,4.0
12665,3340,Hopetoun Park,Victoria,VIC,-37.6928,144.501,4.0
12666,3340,Balliang,Victoria,VIC,-37.8333,144.3667,4.0
12667,3340,Bacchus Marsh,Victoria,VIC,-37.6727,144.4383,4.0
12668,3340,Merrimu,Victoria,VIC,-37.6576,144.4535,4.0
12669,3340,Parwan,Victoria,VIC,-37.705,144.4699,4.0
12670,3340,Maddingley,Victoria,VIC,-37.6852,144.4324,4.0
12671,3340,Darley,Victoria,VIC,-37.6581,144.4434,4.0
12672,3340,Coimadai,Victoria,VIC,-37.6167,144.4667,4.0
12673,3340,Long Forest,Victoria,VIC,-37.6727,144.514,4.0
12674,3340,Glenmore,Victoria,VIC,-37.7127,144.3185,4.0
12675,3340,Rowsley,Victoria,VIC,-37.7199,144.3727,4.0
12676,3341,Korobeit,Victoria,VIC,-37.5465,144.313,3.0
12677,3341,Dales Creek,Victoria,VIC,-37.5226,144.298,4.0
12678,3341,Myrniong,Victoria,VIC,-37.6167,144.35,4.0
12679,3341,Pentland Hills,Victoria,VIC,-37.6632,144.4085,4.0
12680,3341,Greendale,Victoria,VIC,-37.5603,144.2968,4.0
12681,3342,Colbrook,Victoria,VIC,-37.6426,144.2293,3.0
12682,3342,Beremboke,Victoria,VIC,-37.7833,144.25,4.0
12683,3342,Ballan,Victoria,VIC,-37.5999,144.2289,4.0
12684,3342,Fiskville,Victoria,VIC,-37.6819,144.2264,4.0
12685,3342,Mount Wallace,Victoria,VIC,-37.75,144.2167,4.0
12686,3342,Bunding,Victoria,VIC,-37.5167,144.1667,4.0
12687,3342,Durdidwarrah,Victoria,VIC,-37.6426,144.2293,3.0
12688,3342,Blakeville,Victoria,VIC,-37.5167,144.2167,4.0
12689,3342,Ingliston,Victoria,VIC,-37.65,144.3,4.0
12690,3345,Gordon,Victoria,VIC,-37.5823,144.1093,4.0
12691,3350,Brown Hill,Victoria,VIC,-37.55,143.9,4.0
12692,3350,Black Hill,Victoria,VIC,-37.55,143.8667,4.0
12693,3350,Ballarat,Victoria,VIC,-37.5662,143.8496,4.0
12694,3350,Lake Wendouree,Victoria,VIC,-37.5499,143.8473,4.0
12695,3350,Bakery Hill,Victoria,VIC,-37.5635,143.8658,4.0
12696,3350,Mount Pleasant,Victoria,VIC,-37.5833,143.8667,4.0
12697,3350,Ballarat Central,Victoria,VIC,-37.5621,143.8508,4.0
12698,3350,Golden Point,Victoria,VIC,-37.5749,143.8687,4.0
12699,3350,Mount Helen,Victoria,VIC,-37.6246,143.8789,4.0
12700,3350,Nerrina,Victoria,VIC,-37.55,143.8833,4.0
12701,3350,Sovereign Hill,Victoria,VIC,-37.5677,143.8786,3.0
12702,3350,Mount Clear,Victoria,VIC,-37.6,143.8833,4.0
12703,3350,Canadian,Victoria,VIC,-37.5761,143.8774,4.0
12704,3350,Alfredton,Victoria,VIC,-37.5667,143.8167,4.0
12705,3350,Invermay Park,Victoria,VIC,-37.5306,143.858,4.0
12706,3350,Eureka,Victoria,VIC,-37.5647,143.8826,4.0
12707,3350,Ballarat North,Victoria,VIC,-37.5369,143.8624,3.0
12708,3350,Redan,Victoria,VIC,-37.5765,143.8386,4.0
12709,3350,Ballarat West,Victoria,VIC,-37.5677,143.8786,3.0
12710,3350,Ballarat East,Victoria,VIC,-37.5667,143.8667,4.0
12711,3350,Soldiers Hill,Victoria,VIC,-37.5496,143.8587,4.0
12712,3350,Lucas,Victoria,VIC,-37.5536,143.7717,4.0
12713,3350,Newington,Victoria,VIC,-37.564,143.8276,4.0
12714,3351,Chepstowe,Victoria,VIC,-37.5833,143.5,4.0
12715,3351,Carngham,Victoria,VIC,-37.5833,143.5833,4.0
12716,3351,Springdallah,Victoria,VIC,-37.7667,143.6333,4.0
12717,3351,Lake Bolac,Victoria,VIC,-37.7126,142.8396,4.0
12718,3351,Streatham,Victoria,VIC,-37.6667,143.0667,4.0
12719,3351,Cape Clear,Victoria,VIC,-37.7833,143.6167,4.0
12720,3351,Ross Creek,Victoria,VIC,-37.65,143.75,4.0
12721,3351,Newtown,Victoria,VIC,-37.7,143.65,4.0
12722,3351,Snake Valley,Victoria,VIC,-37.6116,143.585,4.0
12723,3351,Bo Peep,Victoria,VIC,-37.6967,143.5151,3.0
12724,3351,Westmere,Victoria,VIC,-37.6833,142.9667,4.0
12725,3351,Smythes Creek,Victoria,VIC,-37.6,143.7833,4.0
12726,3351,Illabarook,Victoria,VIC,-37.8333,143.6667,4.0
12727,3351,Mount Emu,Victoria,VIC,-37.6967,143.5151,3.0
12728,3351,Staffordshire Reef,Victoria,VIC,-37.75,143.7,4.0
12729,3351,Wallinduc,Victoria,VIC,-37.8667,143.5167,4.0
12730,3351,Hillcrest,Victoria,VIC,-37.6167,143.6333,4.0
12731,3351,Smythesdale,Victoria,VIC,-37.6431,143.6862,4.0
12732,3351,Nintingbool,Victoria,VIC,-37.6167,143.7167,4.0
12733,3351,Scarsdale,Victoria,VIC,-37.65,143.6667,4.0
12734,3351,Berringa,Victoria,VIC,-37.7667,143.7,4.0
12735,3351,Pitfield,Victoria,VIC,-37.8,143.6,4.0
12736,3351,Rokewood Junction,Victoria,VIC,-37.85,143.6833,4.0
12737,3351,Mininera,Victoria,VIC,-37.6,142.9667,4.0
12738,3351,Piggoreet,Victoria,VIC,-37.7167,143.6333,4.0
12739,3351,Haddon,Victoria,VIC,-37.6,143.7167,4.0
12740,3351,Nerrin Nerrin,Victoria,VIC,-37.7667,143.0167,4.0
12741,3352,Mount Rowan,Victoria,VIC,-37.5,143.85,4.0
12742,3352,Mount Bolton,Victoria,VIC,-37.558,143.8518,3.0
12743,3352,Bunkers Hill,Victoria,VIC,-37.5716,143.746,4.0
12744,3352,Weatherboard,Victoria,VIC,-37.4333,143.6667,4.0
12745,3352,Waubra,Victoria,VIC,-37.3667,143.65,4.0
12746,3352,Chapel Flat,Victoria,VIC,-37.558,143.8518,3.0
12747,3352,Blowhard,Victoria,VIC,-37.4333,143.8,4.0
12748,3352,Gong Gong,Victoria,VIC,-37.55,143.9333,4.0
12749,3352,Dereel,Victoria,VIC,-37.8167,143.7667,4.0
12750,3352,Ballarat Roadside Delivery,Victoria,VIC,-37.558,143.8518,3.0
12751,3352,Wattle Flat,Victoria,VIC,-37.4667,143.95,4.0
12752,3352,Enfield,Victoria,VIC,-37.7281,143.7945,4.0
12753,3352,Dean,Victoria,VIC,-37.45,143.9833,4.0
12754,3352,Navigators,Victoria,VIC,-37.6167,143.9333,4.0
12755,3352,Bolwarrah,Victoria,VIC,-37.5167,144.1,4.0
12756,3352,Mount Egerton,Victoria,VIC,-37.6333,144.1,4.0
12757,3352,Lamplough,Victoria,VIC,-37.1333,143.5167,4.0
12758,3352,Langi Kal Kal,Victoria,VIC,-37.558,143.8518,3.0
12759,3352,Clarkes Hill,Victoria,VIC,-37.4833,143.9833,4.0
12760,3352,Claretown,Victoria,VIC,-37.558,143.8518,3.0
12761,3352,Bullarook,Victoria,VIC,-37.5277,143.9976,4.0
12762,3352,Bungaree,Victoria,VIC,-37.5667,144.0,4.0
12763,3352,Magpie,Victoria,VIC,-37.6167,143.85,4.0
12764,3352,Lexton,Victoria,VIC,-37.2667,143.5167,4.0
12765,3352,Bonshaw,Victoria,VIC,-37.604,143.8226,4.0
12766,3352,Ercildoune,Victoria,VIC,-37.558,143.8518,3.0
12767,3352,Clarendon,Victoria,VIC,-37.7,143.9667,4.0
12768,3352,Millbrook,Victoria,VIC,-37.5833,144.05,4.0
12769,3352,Barkstead,Victoria,VIC,-37.45,144.1,4.0
12770,3352,Cardigan,Victoria,VIC,-37.5333,143.75,4.0
12771,3352,Yendon,Victoria,VIC,-37.6333,143.9667,4.0
12772,3352,Miners Rest,Victoria,VIC,-37.4808,143.8011,4.0
12773,3352,Garibaldi,Victoria,VIC,-37.7333,143.8833,4.0
12774,3352,Glenbrae,Victoria,VIC,-37.35,143.5667,4.0
12775,3352,Addington,Victoria,VIC,-37.3833,143.6833,4.0
12776,3352,Wallace,Victoria,VIC,-37.55,144.05,4.0
12777,3352,Lal Lal,Victoria,VIC,-37.6833,144.0333,4.0
12778,3352,Mount Mercer,Victoria,VIC,-37.8167,143.85,4.0
12779,3352,Durham Lead,Victoria,VIC,-37.7,143.8833,4.0
12780,3352,Glen Park,Victoria,VIC,-37.558,143.8518,3.0
12781,3352,Corindhap,Victoria,VIC,-37.8833,143.7333,4.0
12782,3352,Grenville,Victoria,VIC,-37.7667,143.8833,4.0
12783,3352,Napoleons,Victoria,VIC,-37.6667,143.8333,4.0
12784,3352,Pootilla,Victoria,VIC,-37.5167,143.9667,4.0
12785,3352,Burrumbeet,Victoria,VIC,-37.4667,143.6667,4.0
12786,3352,Dunnstown,Victoria,VIC,-37.6,143.9833,4.0
12787,3352,Sulky,Victoria,VIC,-37.4667,143.8667,4.0
12788,3352,Scotchmans Lead,Victoria,VIC,-37.558,143.8518,3.0
12789,3352,Cambrian Hill,Victoria,VIC,-37.6333,143.8333,4.0
12790,3352,Werneth,Victoria,VIC,-37.95,143.6167,4.0
12791,3352,Windermere,Victoria,VIC,-37.4833,143.7167,4.0
12792,3352,Springbank,Victoria,VIC,-37.531,144.0574,4.0
12793,3352,Brewster,Victoria,VIC,-37.4833,143.5167,4.0
12794,3352,Mitchell Park,Victoria,VIC,-37.5069,143.7798,4.0
12795,3352,Warrenheip,Victoria,VIC,-37.5667,143.9333,4.0
12796,3352,Invermay,Victoria,VIC,-37.5164,143.8818,4.0
12797,3352,Scotsburn,Victoria,VIC,-37.6667,143.9333,4.0
12798,3352,Cardigan Village,Victoria,VIC,-37.5109,143.7062,4.0
12799,3352,Learmonth,Victoria,VIC,-37.4188,143.7122,4.0
12800,3352,Mollongghip,Victoria,VIC,-37.4833,144.0333,4.0
12801,3352,Leigh Creek,Victoria,VIC,-37.5667,143.9667,4.0
12802,3353,Ballarat,Victoria,VIC,-37.5662,143.8496,4.0
12803,3354,Ballarat Mc,Victoria,VIC,-37.5987,143.7607,3.0
12804,3354,Bakery Hill,Victoria,VIC,-37.5635,143.8658,4.0
12805,3355,Wendouree Village,Victoria,VIC,-37.5314,143.8286,3.0
12806,3355,Wendouree,Victoria,VIC,-37.55,143.8333,4.0
12807,3355,Mitchell Park,Victoria,VIC,-37.5069,143.7798,4.0
12808,3355,Lake Gardens,Victoria,VIC,-37.5463,143.8165,4.0
12809,3356,Delacombe,Victoria,VIC,-37.5891,143.8147,4.0
12810,3356,Sebastopol,Victoria,VIC,-37.5853,143.8395,4.0
12811,3357,Buninyong,Victoria,VIC,-37.6502,143.8839,4.0
12812,3360,Happy Valley,Victoria,VIC,-37.7167,143.6,4.0
12813,3360,Pittong,Victoria,VIC,-37.6667,143.4833,4.0
12814,3360,Linton,Victoria,VIC,-37.6863,143.5629,4.0
12815,3360,Willowvale,Victoria,VIC,-37.8,143.4667,4.0
12816,3360,Mannibadar,Victoria,VIC,-37.7667,143.5,4.0
12817,3361,Carranballac,Victoria,VIC,-37.7,143.2167,4.0
12818,3361,Bradvale,Victoria,VIC,-37.7833,143.4,4.0
12819,3361,Skipton,Victoria,VIC,-37.686,143.3647,4.0
12820,3363,Mount Beckworth,Victoria,VIC,-37.3167,143.6833,4.0
12821,3363,Creswick North,Victoria,VIC,-37.3781,143.8123,3.0
12822,3363,Dean,Victoria,VIC,-37.45,143.9833,4.0
12823,3363,Langdons Hill,Victoria,VIC,-37.3781,143.8123,3.0
12824,3363,Tourello,Victoria,VIC,-37.35,143.7833,4.0
12825,3363,Creswick,Victoria,VIC,-37.424,143.8947,4.0
12826,3363,Glendaruel,Victoria,VIC,-37.35,143.7167,4.0
12827,3364,Kooroocheang,Victoria,VIC,-37.2833,144.0333,4.0
12828,3364,Werona,Victoria,VIC,-37.25,144.0333,4.0
12829,3364,Barkstead,Victoria,VIC,-37.45,144.1,4.0
12830,3364,Mount Prospect,Victoria,VIC,-37.3317,143.9508,3.0
12831,3364,Ascot,Victoria,VIC,-37.4,143.8,4.0
12832,3364,Broomfield,Victoria,VIC,-37.3867,143.9119,4.0
12833,3364,Newlyn,Victoria,VIC,-37.4167,143.9833,4.0
12834,3364,Glendonald,Victoria,VIC,-37.3333,143.8333,4.0
12835,3364,Rocklyn,Victoria,VIC,-37.4333,144.05,4.0
12836,3364,Strathlea,Victoria,VIC,-37.1333,143.9667,4.0
12837,3364,Allendale,Victoria,VIC,-37.3667,143.9333,4.0
12838,3364,Cabbage Tree,Victoria,VIC,-37.6967,148.7197,4.0
12839,3364,Smeaton,Victoria,VIC,-37.3333,143.95,4.0
12840,3364,Blampied,Victoria,VIC,-37.3667,144.05,4.0
12841,3364,Ullina,Victoria,VIC,-37.2833,143.9,4.0
12842,3364,Smokeytown,Victoria,VIC,-37.3317,143.9508,3.0
12843,3364,Joyces Creek,Victoria,VIC,-37.0833,144.0167,4.0
12844,3364,Newlyn North,Victoria,VIC,-37.4,144.0,4.0
12845,3364,Campbelltown,Victoria,VIC,-37.2,143.95,4.0
12846,3364,Kingston,Victoria,VIC,-37.35,143.9667,4.0
12847,3364,Coghills Creek,Victoria,VIC,-37.3833,143.7667,4.0
12848,3364,Springmount,Victoria,VIC,-37.4167,143.9333,4.0
12849,3364,Lawrence,Victoria,VIC,-37.3167,143.9,4.0
12850,3364,Bald Hills,Victoria,VIC,-37.4333,143.85,4.0
12851,3370,Clunes,Victoria,VIC,-37.2947,143.7864,4.0
12852,3370,Mount Cameron,Victoria,VIC,-37.2649,143.8566,3.0
12853,3370,Ullina,Victoria,VIC,-37.2833,143.9,4.0
12854,3370,Glengower,Victoria,VIC,-37.2167,143.8833,4.0
12855,3371,Lillicur,Victoria,VIC,-37.2037,143.6586,3.0
12856,3371,Red Lion,Victoria,VIC,-37.2037,143.6586,3.0
12857,3371,Evansford,Victoria,VIC,-37.25,143.6333,4.0
12858,3371,Burnbank,Victoria,VIC,-37.2333,143.6,4.0
12859,3371,Talbot,Victoria,VIC,-37.1723,143.7017,4.0
12860,3371,Amherst,Victoria,VIC,-37.15,143.6667,4.0
12861,3371,Dunach,Victoria,VIC,-37.2167,143.7167,4.0
12862,3371,Mount Glasgow,Victoria,VIC,-37.2037,143.6586,3.0
12863,3371,Stony Creek,Victoria,VIC,-38.5833,146.0333,4.0
12864,3371,Caralulup,Victoria,VIC,-37.2,143.6333,4.0
12865,3373,Trawalla,Victoria,VIC,-37.4333,143.4667,4.0
12866,3373,Mena Park,Victoria,VIC,-37.4293,143.3908,3.0
12867,3373,Lake Goldsmith,Victoria,VIC,-37.55,143.4,4.0
12868,3373,Nerring,Victoria,VIC,-37.4667,143.4333,4.0
12869,3373,Raglan,Victoria,VIC,-37.35,143.35,4.0
12870,3373,Stoneleigh,Victoria,VIC,-37.4293,143.3908,3.0
12871,3373,Waterloo,Victoria,VIC,-37.3667,143.4167,4.0
12872,3373,Chute,Victoria,VIC,-37.3333,143.3833,4.0
12873,3373,Main Lead,Victoria,VIC,-37.3833,143.3667,4.0
12874,3373,Cross Roads,Victoria,VIC,-37.4293,143.3908,3.0
12875,3373,Beaufort,Victoria,VIC,-37.43,143.3835,4.0
12876,3373,Lake Wongan,Victoria,VIC,-37.4293,143.3908,3.0
12877,3373,Stockyard Hill,Victoria,VIC,-37.55,143.3167,4.0
12878,3374,Great Western,Victoria,VIC,-37.15,142.85,4.0
12879,3375,Buangor,Victoria,VIC,-37.3667,143.1667,4.0
12880,3375,Bayindeen,Victoria,VIC,-37.3167,143.1667,4.0
12881,3375,Middle Creek,Victoria,VIC,-37.4,143.2333,4.0
12882,3375,Ballyrogan,Victoria,VIC,-37.4333,143.1333,4.0
12883,3377,Rocky Point,Victoria,VIC,-37.2626,142.9809,3.0
12884,3377,Warrak,Victoria,VIC,-37.2667,143.15,4.0
12885,3377,Rhymney,Victoria,VIC,-37.2667,142.7833,4.0
12886,3377,Dobie,Victoria,VIC,-37.3167,143.0333,4.0
12887,3377,Shays Flat,Victoria,VIC,-37.2626,142.9809,3.0
12888,3377,Mount Cole,Victoria,VIC,-37.25,143.2,4.0
12889,3377,Crowlands,Victoria,VIC,-37.15,143.1167,4.0
