price,bedrooms,bathrooms,car_spaces,building_type,postcode
600.0,3.0,1,2,3,3032
530.0,2.0,1,1,3,3032
500.0,2.0,1,1,1,3032
490.0,2.0,1,1,2,3032
600.0,3.0,2,2,3,3032
500.0,2.0,2,1,1,3032
450.0,2.0,1,1,1,3032
530.0,2.0,2,1,1,3032
650.0,2.0,2,1,2,3032
760.0,5.0,4,2,3,3032
1150.0,4.0,3,2,3,3032
460.0,2.0,1,1,1,3032
420.0,2.0,1,1,1,3032
450.0,1.0,1,1,1,3032
530.0,2.0,2,1,1,3032
520.0,2.0,1,1,1,3032
645.0,3.0,1,2,3,3032
675.0,2.0,1,1,1,3032
750.0,4.0,2,4,3,3032
725.0,3.0,2,1,2,3032
420.0,1.0,1,1,1,3032
650.0,2.0,2,1,2,3032
520.0,2.0,1,1,1,3032
450.0,2.0,1,1,1,3032
450.0,1.0,1,1,1,3032
600.0,3.0,1,2,2,3032
550.0,2.0,2,1,1,3032
470.0,2.0,1,1,3,3032
850.0,3.0,2,1,3,3032
540.0,3.0,1,2,2,3032
450.0,2.0,1,1,1,3032
370.0,1.0,1,1,1,3032
490.0,2.0,1,1,1,3032
780.0,3.0,2,2,3,3032
540.0,2.0,2,1,1,3032
750.0,3.0,2,2,3,3032
825.0,3.0,2,2,3,3032
625.0,3.0,2,1,2,3032
520.0,3.0,1,0,3,3032
430.0,2.0,1,2,1,3032
230.0,1.0,1,0,1,3032
550.0,2.0,1,0,3,3032
680.0,2.0,1,0,3,3032
805.0,3.0,2,2,3,3032
800.0,3.0,2,1,2,3032
480.0,2.0,1,1,1,3032
560.0,2.0,1,1,3,3032
500.0,2.0,2,1,1,3032
750.0,4.0,2,2,3,3032
480.0,2.0,1,1,1,3032
620.0,2.0,1,0,3,3032
470.0,2.0,2,1,1,3032
430.0,2.0,1,1,1,3032
530.0,2.0,2,1,1,3032
470.0,2.0,1,1,1,3032
490.0,2.0,1,1,1,3032
850.0,3.0,3,2,1,3032
950.0,3.0,3,2,1,3032
750.0,3.0,2,2,1,3032
425.0,1.0,1,1,1,3032
670.0,3.0,2,1,2,3032
520.0,2.0,2,1,1,3032
1000.0,4.0,3,2,3,3033
1200.0,4.0,3,5,3,3033
400.0,2.0,1,1,1,3033
500.0,3.0,2,1,3,3033
950.0,4.0,3,4,3,3033
470.0,2.0,2,1,2,3033
470.0,3.0,1,1,3,3033
700.0,4.0,2,2,2,3033
440.0,3.0,1,1,3,3033
830.0,4.0,3,1,3,3033
650.0,3.0,2,2,3,3033
685.0,3.0,2,2,2,3033
460.0,3.0,1,2,3,3033
600.0,3.0,2,2,2,3033
600.0,3.0,1,3,3,3034
945.0,4.0,3,2,2,3034
420.0,4.0,1,4,3,3034
500.0,2.0,1,2,1,3034
470.0,3.0,1,1,1,3034
850.0,4.0,3,2,2,3034
795.0,4.0,2,2,3,3034
1400.0,5.0,3,2,3,3034
445.0,3.0,1,1,3,3034
430.0,3.0,2,2,3,3037
495.0,4.0,2,2,3,3037
450.0,3.0,2,1,3,3037
450.0,4.0,2,2,3,3037
420.0,3.0,2,1,2,3037
600.0,4.0,2,2,3,3037
580.0,4.0,2,2,3,3037
380.0,3.0,1,1,1,3037
450.0,3.0,2,0,3,3037
360.0,2.0,1,1,1,3037
460.0,3.0,2,2,1,3037
530.0,4.0,2,2,3,3037
430.0,3.0,2,1,3,3037
480.0,3.0,2,1,2,3037
670.0,4.0,2,2,3,3037
500.0,3.0,2,2,1,3037
430.0,3.0,2,2,3,3037
420.0,3.0,1,1,1,3037
380.0,3.0,1,1,1,3037
480.0,3.0,2,2,3,3037
520.0,4.0,2,1,3,3037
450.0,3.0,1,0,3,3037
440.0,3.0,2,2,1,3037
430.0,3.0,2,2,3,3037
470.0,3.0,2,2,3,3037
350.0,3.0,1,1,3,3037
480.0,4.0,2,2,3,3037
670.0,4.0,2,4,3,3037
450.0,3.0,2,4,3,3037
480.0,3.0,2,2,3,3037
400.0,3.0,2,1,3,3037
370.0,3.0,1,1,1,3037
600.0,3.0,2,4,3,3037
430.0,3.0,1,1,3,3037
460.0,3.0,2,2,3,3037
420.0,3.0,1,1,3,3037
450.0,3.0,2,1,2,3038
460.0,4.0,2,2,3,3038
420.0,3.0,2,2,2,3038
600.0,4.0,2,2,3,3038
460.0,3.0,2,2,3,3038
690.0,4.0,3,2,3,3038
550.0,4.0,3,2,3,3038
570.0,4.0,2,1,2,3038
410.0,3.0,2,1,2,3038
430.0,3.0,1,1,1,3038
430.0,3.0,2,1,2,3038
400.0,3.0,2,1,2,3038
490.0,4.0,2,2,3,3038
500.0,3.0,1,1,3,3038
480.0,3.0,2,2,3,3038
430.0,3.0,2,2,3,3038
430.0,4.0,2,2,3,3038
1400.0,3.0,2,2,1,3039
515.0,1.0,1,1,1,3039
500.0,2.0,1,1,1,3039
625.0,2.0,1,1,1,3039
650.0,3.0,1,1,3,3039
620.0,2.0,1,1,1,3039
580.0,2.0,1,2,3,3039
600.0,2.0,2,2,1,3039
595.0,2.0,2,1,2,3039
550.0,1.0,1,0,3,3039
600.0,3.0,1,1,2,3039
750.0,3.0,2,1,2,3039
880.0,3.0,2,1,2,3039
650.0,3.0,1,2,3,3039
550.0,2.0,1,1,1,3039
525.0,2.0,1,1,1,3039
725.0,3.0,1,1,3,3039
795.0,3.0,1,0,3,3039
630.0,2.0,2,1,1,3039
1370.0,3.0,2,2,3,3039
750.0,3.0,2,2,2,3039
810.0,3.0,3,2,1,3039
350.0,1.0,1,0,1,3039
680.0,2.0,1,2,2,3039
480.0,2.0,1,1,1,3039
650.0,2.0,2,1,1,3039
525.0,1.0,1,1,1,3039
675.0,2.0,2,1,1,3039
525.0,1.0,1,1,1,3039
650.0,2.0,2,1,1,3039
525.0,1.0,1,1,1,3039
650.0,2.0,2,1,1,3039
310.0,1.0,1,0,1,3039
330.0,2.0,1,0,1,3039
520.0,2.0,2,1,3,3040
1100.0,4.0,3,3,3,3040
650.0,3.0,2,2,3,3040
450.0,1.0,1,1,3,3040
520.0,2.0,2,1,1,3040
550.0,3.0,1,1,3,3040
395.0,1.0,1,1,1,3040
750.0,3.0,2,2,3,3040
825.0,3.0,2,2,3,3040
900.0,4.0,3,1,2,3040
750.0,2.0,2,1,2,3040
520.0,3.0,1,2,3,3040
360.0,2.0,1,1,1,3040
690.0,3.0,2,2,3,3040
750.0,3.0,2,2,2,3040
625.0,3.0,1,0,3,3040
450.0,2.0,1,1,1,3040
440.0,2.0,1,1,2,3040
660.0,2.0,2,1,1,3040
420.0,1.0,1,1,1,3040
1100.0,4.0,2,2,2,3040
350.0,1.0,1,1,1,3040
330.0,1.0,1,1,1,3040
450.0,2.0,1,1,2,3040
630.0,3.0,2,1,1,3040
350.0,1.0,1,1,1,3040
350.0,1.0,1,1,1,3040
410.0,2.0,1,1,1,3040
400.0,2.0,1,1,1,3040
400.0,1.0,1,1,1,3040
2000.0,5.0,2,4,3,3040
500.0,2.0,1,1,1,3040
385.0,1.0,1,1,1,3040
370.0,1.0,1,1,1,3040
420.0,2.0,1,1,1,3040
650.0,4.0,1,3,3,3040
590.0,2.0,2,1,1,3040
475.0,3.0,1,1,1,3040
400.0,1.0,1,1,1,3040
450.0,2.0,1,1,1,3040
770.0,3.0,2,1,2,3040
650.0,3.0,1,0,3,3040
600.0,2.0,2,1,2,3040
590.0,3.0,1,2,3,3040
750.0,4.0,2,2,3,3040
590.0,3.0,1,2,2,3040
895.0,4.0,2,2,3,3040
570.0,2.0,1,1,1,3040
445.0,1.0,1,1,1,3041
430.0,1.0,1,1,1,3041
555.0,2.0,2,1,1,3041
550.0,2.0,2,1,1,3041
550.0,2.0,2,1,1,3041
450.0,1.0,1,1,1,3041
450.0,1.0,1,1,1,3041
850.0,3.0,2,2,1,3041
870.0,3.0,2,2,1,3041
400.0,1.0,1,1,1,3041
450.0,1.0,1,1,1,3041
580.0,3.0,2,1,2,3041
1000.0,4.0,4,2,3,3041
650.0,3.0,2,2,2,3041
550.0,2.0,2,1,1,3041
600.0,2.0,2,1,1,3041
550.0,2.0,2,1,1,3041
650.0,4.0,1,3,3,3041
410.0,2.0,1,1,1,3041
550.0,2.0,2,1,1,3041
500.0,3.0,1,2,3,3041
600.0,3.0,2,2,3,3041
450.0,2.0,1,2,2,3041
700.0,4.0,1,2,3,3041
600.0,3.0,2,2,2,3041
700.0,2.0,2,1,2,3041
725.0,3.0,3,2,2,3041
450.0,2.0,2,1,1,3041
795.0,2.0,1,1,1,3041
600.0,2.0,2,1,1,3041
450.0,1.0,1,1,1,3041
600.0,3.0,1,2,3,3041
420.0,1.0,1,1,1,3041
450.0,3.0,1,1,1,3041
595.0,5.0,2,1,3,3041
390.0,2.0,1,1,1,3041
1690.0,2.0,1,1,1,3042
625.0,3.0,3,1,2,3042
595.0,3.0,2,2,1,3042
500.0,4.0,1,2,3,3042
670.0,3.0,2,2,3,3042
600.0,2.0,2,1,1,3042
675.0,3.0,2,2,2,3042
800.0,4.0,3,2,2,3042
480.0,2.0,1,1,1,3042
370.0,2.0,1,1,1,3042
430.0,2.0,1,1,1,3042
550.0,2.0,2,1,2,3042
425.0,2.0,1,1,2,3042
430.0,3.0,1,1,1,3042
480.0,2.0,1,1,2,3042
550.0,3.0,1,1,1,3042
630.0,3.0,2,2,3,3042
500.0,3.0,2,1,3,3043
1820.0,2.0,1,2,1,3043
480.0,3.0,2,4,3,3043
1734.0,2.0,1,1,2,3043
450.0,2.0,1,1,1,3043
380.0,3.0,1,2,3,3043
530.0,4.0,2,1,3,3043
370.0,3.0,1,2,3,3043
670.0,3.0,2,1,3,3043
550.0,3.0,1,2,1,3044
650.0,3.0,1,3,3,3044
720.0,4.0,2,2,2,3044
520.0,2.0,1,2,2,3044
950.0,5.0,3,3,3,3044
600.0,3.0,1,2,3,3044
450.0,2.0,1,1,3,3044
800.0,3.0,1,3,3,3044
850.0,4.0,3,2,3,3044
390.0,2.0,1,1,3,3044
500.0,2.0,1,1,1,3044
580.0,3.0,2,1,1,3044
580.0,3.0,2,2,2,3044
450.0,2.0,1,1,1,3044
470.0,2.0,1,1,1,3044
630.0,3.0,2,2,3,3044
550.0,2.0,1,1,3,3044
500.0,3.0,1,2,3,3044
450.0,2.0,1,1,1,3044
820.0,4.0,1,1,3,3044
630.0,3.0,2,2,2,3044
325.0,2.0,1,1,1,3044
595.0,3.0,3,2,3,3044
450.0,2.0,1,2,3,3044
850.0,4.0,2,2,2,3044
485.0,2.0,1,1,2,3044
420.0,2.0,1,1,2,3044
480.0,2.0,1,2,2,3044
690.0,3.0,1,2,3,3044
650.0,3.0,1,3,3,3044
600.0,3.0,1,0,3,3044
500.0,3.0,1,1,3,3044
580.0,2.0,1,1,3,3044
560.0,2.0,0,1,2,3044
630.0,3.0,2,2,2,3044
550.0,4.0,2,2,3,3044
450.0,2.0,1,1,2,3044
380.0,2.0,1,2,1,3044
380.0,2.0,1,1,1,3044
300.0,2.0,1,2,1,3044
430.0,2.0,1,2,2,3044
330.0,2.0,1,1,1,3044
430.0,2.0,2,1,2,3046
400.0,2.0,1,1,2,3046
600.0,3.0,2,1,2,3046
575.0,3.0,1,2,3,3046
470.0,2.0,1,1,2,3046
550.0,3.0,2,2,2,3046
600.0,3.0,2,1,2,3046
550.0,2.0,2,1,2,3046
650.0,4.0,2,1,2,3046
620.0,4.0,2,2,3,3046
380.0,2.0,1,1,1,3046
450.0,3.0,1,2,3,3046
460.0,2.0,1,2,1,3046
460.0,2.0,1,1,2,3046
480.0,2.0,2,1,2,3046
400.0,2.0,1,1,1,3046
550.0,3.0,2,2,2,3046
500.0,3.0,2,2,1,3046
420.0,2.0,1,1,1,3046
620.0,3.0,2,2,3,3046
430.0,2.0,1,1,2,3046
620.0,3.0,2,1,2,3046
520.0,3.0,1,1,3,3046
650.0,3.0,2,2,2,3046
550.0,3.0,1,1,3,3046
460.0,2.0,1,1,2,3046
510.0,3.0,1,1,3,3046
650.0,3.0,2,1,2,3046
650.0,3.0,2,2,2,3046
620.0,3.0,1,1,2,3046
495.0,3.0,1,1,3,3046
450.0,3.0,1,1,1,3046
490.0,3.0,1,1,2,3046
680.0,4.0,3,1,2,3046
650.0,4.0,3,2,2,3046
380.0,2.0,1,1,1,3046
330.0,2.0,1,1,1,3046
600.0,3.0,2,2,2,3046
650.0,4.0,2,4,3,3046
480.0,2.0,1,1,1,3046
350.0,2.0,1,1,1,3046
3000.0,5.0,1,3,3,3046
615.0,4.0,2,1,2,3046
500.0,3.0,1,4,3,3046
520.0,2.0,1,1,3,3046
680.0,3.0,2,2,2,3046
450.0,2.0,2,1,1,3046
490.0,3.0,1,2,3,3046
450.0,3.0,1,2,3,3046
360.0,2.0,1,1,1,3046
450.0,2.0,2,1,2,3046
490.0,3.0,1,1,3,3046
450.0,2.0,1,1,1,3046
400.0,2.0,1,1,1,3046
460.0,3.0,1,2,1,3046
370.0,2.0,1,1,3,3046
450.0,3.0,1,2,2,3046
300.0,2.0,1,1,1,3046
430.0,3.0,2,2,2,3046
280.0,1.0,1,0,1,3046
420.0,3.0,1,1,2,3046
450.0,2.0,1,2,3,3046
320.0,2.0,1,0,1,3046
390.0,2.0,1,1,2,3046
500.0,3.0,2,1,2,3046
280.0,1.0,1,0,1,3046
300.0,2.0,1,1,2,3046
500.0,3.0,2,3,2,3046
240.0,1.0,1,1,1,3046
330.0,2.0,1,1,1,3046
600.0,4.0,2,2,3,3046
400.0,2.0,1,2,2,3046
400.0,2.0,1,1,2,3046
430.0,3.0,2,1,2,3046
450.0,3.0,1,3,3,3047
550.0,4.0,2,2,3,3047
480.0,3.0,1,4,3,3047
400.0,3.0,1,3,3,3047
430.0,3.0,1,3,3,3047
420.0,2.0,1,1,1,3047
380.0,3.0,1,1,3,3047
490.0,3.0,1,1,3,3047
335.0,3.0,1,2,3,3047
550.0,2.0,1,1,1,3051
650.0,3.0,1,1,3,3051
510.0,1.0,1,1,1,3051
930.0,3.0,2,0,3,3051
450.0,1.0,1,0,1,3051
650.0,2.0,1,0,2,3051
340.0,1.0,1,1,1,3051
620.0,2.0,1,0,3,3051
550.0,2.0,1,0,1,3051
550.0,1.0,1,1,1,3051
730.0,2.0,2,1,2,3051
620.0,2.0,2,1,3,3051
660.0,2.0,2,1,1,3051
1595.0,4.0,2,1,3,3051
620.0,2.0,1,1,1,3051
1120.0,4.0,1,0,3,3051
480.0,2.0,1,1,1,3051
440.0,1.0,1,1,1,3051
620.0,2.0,1,0,3,3051
950.0,3.0,2,0,3,3051
750.0,2.0,2,1,1,3051
525.0,2.0,1,0,3,3051
1000.0,5.0,2,0,2,3051
525.0,1.0,1,1,1,3051
670.0,3.0,1,1,3,3051
550.0,1.0,1,0,1,3051
470.0,1.0,1,0,1,3051
375.0,1.0,1,1,1,3051
1100.0,4.0,2,2,1,3051
620.0,3.0,1,0,3,3051
460.0,2.0,1,1,1,3051
520.0,2.0,1,1,1,3051
420.0,1.0,1,1,1,3051
870.0,4.0,2,0,3,3051
530.0,2.0,1,0,3,3051
680.0,2.0,1,1,3,3051
800.0,2.0,2,1,1,3051
630.0,3.0,1,1,3,3051
475.0,2.0,1,0,3,3051
650.0,2.0,1,1,1,3051
800.0,3.0,3,1,2,3051
650.0,2.0,1,1,3,3051
850.0,3.0,2,1,3,3051
550.0,2.0,1,1,1,3051
1100.0,3.0,2,2,1,3051
1300.0,5.0,2,2,3,3051
530.0,2.0,1,1,1,3051
650.0,2.0,1,0,1,3051
635.0,2.0,1,1,1,3051
620.0,2.0,2,1,1,3051
360.0,1.0,1,1,1,3051
520.0,2.0,1,0,1,3051
585.0,2.0,1,0,1,3051
700.0,4.0,1,0,3,3051
1100.0,4.0,2,0,3,3051
780.0,4.0,1,0,3,3051
350.0,1.0,1,0,1,3051
375.0,1.0,1,0,1,3051
250.0,1.0,1,0,1,3051
265.0,1.0,1,0,1,3051
1800.0,2.0,2,1,1,3051
680.0,2.0,1,1,1,3051
470.0,2.0,1,0,1,3051
830.0,3.0,3,2,3,3051
370.0,1.0,1,0,1,3051
795.0,3.0,2,2,1,3051
330.0,1.0,1,0,1,3051
550.0,1.0,1,1,1,3051
700.0,2.0,1,1,1,3051
625.0,2.0,1,0,1,3051
650.0,2.0,1,0,1,3051
650.0,2.0,1,0,1,3051
550.0,1.0,1,0,1,3051
750.0,2.0,1,1,1,3051
740.0,2.0,1,0,1,3051
560.0,1.0,1,0,1,3051
1100.0,3.0,2,2,3,3051
650.0,2.0,1,2,2,3051
370.0,1.0,1,0,1,3051
700.0,2.0,2,1,1,3051
650.0,2.0,1,5,3,3051
500.0,1.0,1,1,1,3052
465.0,1.0,1,1,1,3052
700.0,3.0,2,1,1,3052
570.0,2.0,2,1,1,3052
550.0,2.0,2,1,1,3052
660.0,3.0,1,1,2,3052
850.0,3.0,2,1,1,3052
350.0,1.0,1,1,1,3052
900.0,4.0,2,2,2,3052
1600.0,6.0,2,1,3,3052
800.0,3.0,2,2,2,3052
920.0,4.0,1,1,3,3052
580.0,2.0,1,1,1,3052
475.0,2.0,1,1,1,3052
500.0,2.0,1,1,1,3052
440.0,1.0,1,1,1,3052
380.0,1.0,1,1,1,3052
525.0,2.0,2,1,1,3052
1090.0,4.0,1,1,3,3052
800.0,3.0,2,2,2,3052
470.0,2.0,1,1,1,3052
1150.0,4.0,2,2,3,3052
990.0,5.0,3,2,2,3052
520.0,2.0,1,1,1,3052
950.0,3.0,1,2,3,3052
530.0,2.0,2,1,1,3052
580.0,2.0,2,1,1,3052
700.0,3.0,1,1,1,3052
1350.0,4.0,2,0,3,3052
300.0,1.0,1,0,1,3052
460.0,1.0,1,1,1,3053
625.0,2.0,2,0,1,3053
640.0,2.0,2,1,1,3053
620.0,2.0,1,0,1,3053
600.0,2.0,2,0,1,3053
330.0,1.0,1,0,1,3053
620.0,2.0,2,1,1,3053
450.0,1.0,1,0,1,3053
1000.0,4.0,1,1,3,3053
500.0,2.0,1,1,1,3053
500.0,1.0,1,1,1,3053
650.0,2.0,2,1,1,3053
700.0,2.0,2,1,1,3053
350.0,1.0,1,1,1,3053
550.0,1.0,1,0,1,3053
660.0,2.0,1,0,3,3053
600.0,2.0,1,1,1,3053
750.0,2.0,2,1,1,3053
710.0,2.0,1,0,1,3053
550.0,1.0,1,0,1,3053
690.0,2.0,1,0,1,3053
500.0,1.0,1,1,1,3053
350.0,1.0,1,0,1,3053
330.0,1.0,1,0,1,3053
500.0,2.0,1,1,1,3053
550.0,1.0,1,2,1,3053
450.0,1.0,1,0,1,3053
1200.0,3.0,2,2,2,3053
1200.0,4.0,2,0,3,3053
450.0,1.0,1,0,1,3053
420.0,1.0,1,0,1,3053
780.0,3.0,1,1,1,3053
340.0,1.0,1,0,1,3053
750.0,2.0,2,1,1,3053
350.0,1.0,1,0,1,3053
500.0,2.0,1,0,1,3053
370.0,1.0,1,0,1,3053
600.0,2.0,1,0,1,3053
550.0,1.0,1,0,1,3053
230.0,1.0,1,1,3,3053
385.0,1.0,1,0,1,3053
800.0,2.0,2,1,1,3053
580.0,3.0,1,0,1,3053
975.0,3.0,2,1,3,3053
750.0,2.0,2,1,1,3053
420.0,2.0,1,0,1,3053
480.0,1.0,1,1,1,3053
700.0,2.0,2,0,1,3053
375.0,1.0,1,0,1,3053
600.0,2.0,1,1,1,3053
500.0,1.0,1,1,1,3053
700.0,2.0,2,0,1,3053
650.0,1.0,1,0,1,3053
660.0,2.0,2,0,1,3053
890.0,3.0,1,1,1,3053
620.0,2.0,1,0,2,3053
420.0,1.0,1,0,1,3053
510.0,1.0,1,0,1,3053
680.0,2.0,2,0,1,3053
650.0,2.0,1,0,1,3053
540.0,2.0,1,1,1,3053
920.0,3.0,2,0,1,3053
650.0,1.0,1,0,1,3053
625.0,2.0,1,1,1,3053
550.0,2.0,1,0,1,3053
550.0,1.0,1,1,1,3053
500.0,1.0,1,0,1,3053
400.0,1.0,1,0,1,3053
525.0,1.0,1,0,1,3053
550.0,2.0,1,0,3,3053
510.0,1.0,1,0,1,3053
350.0,1.0,1,0,1,3053
450.0,1.0,1,0,1,3053
860.0,2.0,2,1,1,3053
600.0,2.0,1,0,1,3053
450.0,1.0,1,0,1,3053
700.0,2.0,1,1,1,3053
530.0,1.0,1,0,1,3053
500.0,2.0,1,0,1,3053
550.0,2.0,1,1,1,3053
570.0,2.0,1,1,1,3053
630.0,2.0,1,1,3,3053
720.0,2.0,1,0,1,3053
350.0,1.0,1,0,1,3053
1500.0,3.0,1,0,3,3053
2500.0,4.0,4,2,3,3053
995.0,2.0,1,0,3,3053
367.0,1.0,1,0,1,3053
920.0,3.0,2,1,3,3053
450.0,1.0,1,1,1,3053
350.0,1.0,1,0,1,3053
220.0,1.0,1,1,3,3053
429.0,1.0,1,0,1,3053
369.0,1.0,1,0,1,3053
362.0,1.0,0,0,1,3053
280.0,1.0,1,0,1,3053
300.0,1.0,1,0,1,3053
260.0,1.0,1,0,1,3053
320.0,1.0,1,0,1,3053
265.0,1.0,1,0,1,3053
265.0,1.0,1,0,1,3053
700.0,1.0,2,0,1,3053
430.0,1.0,1,0,1,3053
410.0,1.0,1,0,1,3053
500.0,1.0,1,0,1,3053
460.0,1.0,1,0,1,3053
540.0,2.0,1,1,1,3053
770.0,2.0,2,0,1,3053
880.0,2.0,2,0,1,3053
615.0,2.0,1,0,1,3053
630.0,1.0,1,0,1,3053
880.0,2.0,2,0,1,3053
550.0,1.0,1,1,1,3053
500.0,1.0,1,1,1,3053
360.0,1.0,1,0,1,3053
620.0,2.0,1,0,1,3053
650.0,2.0,2,0,1,3053
550.0,1.0,1,0,1,3053
750.0,2.0,1,1,1,3053
650.0,2.0,1,0,1,3053
550.0,1.0,1,1,1,3053
600.0,2.0,1,0,1,3053
750.0,2.0,2,1,1,3053
800.0,2.0,2,1,1,3053
410.0,1.0,1,0,1,3053
750.0,2.0,2,0,1,3053
420.0,1.0,1,0,1,3053
650.0,1.0,1,0,1,3053
730.0,2.0,2,1,1,3053
660.0,2.0,1,1,2,3053
630.0,2.0,1,0,1,3053
650.0,2.0,1,1,1,3053
650.0,2.0,1,1,1,3053
900.0,2.0,2,0,1,3053
460.0,1.0,1,0,1,3053
900.0,2.0,2,0,1,3053
2250.0,10.0,3,2,3,3053
750.0,2.0,2,1,1,3053
380.0,1.0,1,0,1,3053
550.0,2.0,1,0,1,3053
550.0,2.0,1,0,1,3053
550.0,1.0,1,1,1,3053
600.0,1.0,1,0,1,3053
680.0,2.0,1,1,1,3053
900.0,3.0,2,2,3,3054
620.0,2.0,1,2,1,3054
775.0,3.0,1,0,3,3054
1180.0,4.0,2,0,3,3054
735.0,2.0,1,1,3,3054
870.0,3.0,1,0,3,3054
850.0,2.0,2,2,2,3054
570.0,2.0,1,0,3,3054
930.0,3.0,2,0,3,3054
340.0,1.0,1,1,1,3054
915.0,3.0,1,0,2,3054
625.0,2.0,1,0,3,3054
790.0,3.0,1,1,3,3054
690.0,3.0,1,0,3,3054
620.0,2.0,1,0,3,3054
640.0,2.0,1,0,3,3054
850.0,3.0,1,0,3,3054
760.0,3.0,1,1,3,3054
360.0,1.0,1,1,1,3054
1050.0,4.0,1,0,3,3054
710.0,2.0,1,0,3,3054
895.0,3.0,2,1,3,3054
1095.0,3.0,2,1,3,3054
1100.0,4.0,2,1,3,3054
750.0,3.0,1,0,3,3054
1450.0,5.0,3,1,3,3054
570.0,2.0,1,1,1,3054
750.0,3.0,1,0,3,3054
800.0,3.0,1,2,2,3054
650.0,2.0,1,1,3,3054
680.0,2.0,1,1,3,3054
295.0,1.0,1,0,1,3054
600.0,2.0,2,1,1,3055
470.0,1.0,1,1,1,3055
470.0,1.0,1,1,1,3055
500.0,2.0,1,1,1,3055
970.0,5.0,1,1,3,3055
450.0,2.0,1,1,1,3055
430.0,2.0,1,1,1,3055
400.0,2.0,1,1,1,3055
380.0,1.0,1,1,1,3055
720.0,2.0,2,1,2,3055
360.0,1.0,1,0,1,3055
850.0,3.0,1,4,3,3055
400.0,2.0,1,1,1,3055
420.0,2.0,1,1,1,3055
795.0,4.0,1,1,3,3055
445.0,1.0,1,1,1,3055
600.0,2.0,2,1,1,3055
620.0,2.0,1,1,2,3055
320.0,1.0,1,0,1,3055
890.0,3.0,2,2,2,3055
425.0,1.0,1,0,2,3055
450.0,2.0,1,1,1,3055
450.0,1.0,1,1,1,3055
770.0,3.0,2,2,3,3055
400.0,2.0,1,1,1,3055
450.0,2.0,1,1,1,3055
520.0,2.0,1,0,3,3055
620.0,3.0,1,1,2,3055
700.0,3.0,1,1,3,3055
1299.0,3.0,2,2,2,3055
420.0,2.0,1,1,1,3055
530.0,2.0,1,2,1,3055
270.0,1.0,1,1,1,3055
425.0,1.0,1,1,1,3055
480.0,2.0,1,1,3,3055
675.0,3.0,2,2,2,3055
500.0,2.0,1,1,1,3055
635.0,3.0,2,1,3,3055
400.0,1.0,1,1,1,3055
510.0,2.0,1,1,1,3056
800.0,2.0,1,2,3,3056
650.0,2.0,1,0,3,3056
550.0,2.0,1,1,1,3056
450.0,1.0,1,1,1,3056
580.0,2.0,1,1,2,3056
650.0,2.0,1,1,2,3056
660.0,2.0,1,0,3,3056
573.0,2.0,1,1,1,3056
550.0,2.0,2,1,1,3056
795.0,3.0,1,2,3,3056
700.0,2.0,1,1,3,3056
630.0,2.0,2,1,2,3056
750.0,4.0,1,1,3,3056
650.0,2.0,2,1,2,3056
730.0,3.0,1,1,2,3056
650.0,3.0,1,0,3,3056
470.0,2.0,1,1,1,3056
510.0,2.0,1,1,1,3056
430.0,1.0,1,1,1,3056
595.0,2.0,1,1,3,3056
780.0,3.0,1,0,3,3056
730.0,3.0,1,2,2,3056
1150.0,3.0,2,2,1,3056
820.0,3.0,1,0,3,3056
520.0,2.0,2,0,2,3056
650.0,2.0,1,1,2,3056
950.0,3.0,3,1,2,3056
545.0,2.0,1,0,3,3056
750.0,3.0,1,1,3,3056
1100.0,4.0,3,1,3,3056
450.0,1.0,1,1,1,3056
890.0,3.0,2,1,3,3056
950.0,4.0,2,2,3,3056
550.0,2.0,1,1,1,3056
360.0,1.0,1,1,1,3056
950.0,3.0,1,1,3,3056
420.0,2.0,1,1,1,3056
660.0,2.0,1,0,3,3056
320.0,1.0,1,1,1,3056
695.0,3.0,2,2,2,3056
800.0,4.0,2,0,3,3056
530.0,2.0,1,1,1,3056
1140.0,4.0,1,2,3,3056
640.0,2.0,1,0,3,3056
670.0,3.0,3,1,1,3056
630.0,2.0,2,1,1,3056
800.0,5.0,1,1,3,3056
1100.0,3.0,2,1,3,3056
480.0,2.0,1,1,1,3056
450.0,2.0,1,1,1,3056
580.0,2.0,1,2,2,3056
900.0,4.0,2,0,3,3056
755.0,3.0,1,1,2,3056
1050.0,3.0,3,1,3,3056
400.0,1.0,1,0,1,3056
420.0,1.0,1,1,1,3056
1050.0,4.0,2,2,3,3056
520.0,1.0,1,1,1,3056
380.0,2.0,1,1,1,3056
850.0,3.0,1,0,3,3056
510.0,2.0,1,1,3,3056
360.0,2.0,1,0,1,3056
520.0,2.0,1,1,1,3056
580.0,2.0,2,1,1,3056
410.0,1.0,1,1,1,3056
800.0,1.0,2,1,3,3056
650.0,3.0,1,1,3,3056
720.0,3.0,1,1,3,3056
350.0,2.0,1,1,1,3056
800.0,4.0,1,2,3,3056
550.0,2.0,1,1,1,3056
360.0,1.0,1,1,1,3056
750.0,2.0,1,0,3,3056
460.0,1.0,1,0,1,3056
330.0,2.0,1,1,1,3056
450.0,1.0,1,1,1,3057
775.0,3.0,1,1,2,3057
650.0,2.0,1,0,3,3057
650.0,2.0,2,1,2,3057
460.0,1.0,1,1,1,3057
490.0,1.0,1,1,1,3057
460.0,2.0,1,1,1,3057
470.0,2.0,1,1,1,3057
750.0,3.0,2,1,2,3057
780.0,3.0,2,1,2,3057
